temperature,humidity,light_level,hour_of_day,thermal_comfort,luminosity_comfort
24.73,49.51,408,15,hot,neutral
19.72,37.39,0,17,neutral,too_dark
32.38,84.96,995,21,hot,too_bright
13.66,44.51,808,19,cold,too_bright
34.3,38.23,730,0,hot,too_bright
22.94,52.4,565,16,neutral,neutral
28.7,71.88,801,0,hot,too_bright
21.27,23.92,86,9,neutral,too_dark
22.77,74.99,267,14,neutral,too_dark
14.63,42.77,581,7,cold,neutral
13.05,58.61,737,16,cold,neutral
18.75,45.99,547,19,neutral,neutral
26.29,81.81,424,14,neutral,neutral
26.21,53.35,659,12,hot,neutral
32.13,45.31,20,23,hot,neutral
21.38,53.1,529,15,neutral,neutral
33.48,53.88,436,5,hot,too_bright
12.55,57.7,504,15,cold,neutral
11.57,62.46,163,11,cold,too_dark
22.26,53.75,941,0,neutral,too_bright
9.06,33.66,839,21,cold,too_bright
16.91,51.12,951,19,cold,too_bright
28.04,64.32,886,14,hot,too_bright
14.25,45.18,665,16,cold,neutral
29.38,63.13,314,13,hot,neutral
27.97,55.41,105,8,neutral,too_dark
9.32,50.94,644,22,cold,too_bright
29.54,72.22,979,13,hot,too_bright
11.76,27.85,365,8,cold,neutral
32.63,44.82,1023,16,hot,too_bright
26.58,71.75,103,3,hot,neutral
16.3,82.47,262,7,cold,too_dark
13.43,88.56,652,3,cold,too_bright
33.06,53.89,533,2,hot,too_bright
17.52,57.97,741,19,cold,neutral
10.16,69.16,352,10,cold,neutral
29.81,75.62,800,20,hot,too_bright
18.96,58.09,314,15,neutral,too_dark
26.29,70.26,149,5,hot,neutral
17.94,59.85,566,5,neutral,too_bright
20.8,62.22,517,10,neutral,neutral
30.37,40.16,604,2,hot,too_bright
11.68,49.51,6,14,cold,too_dark
15.85,48.45,367,11,cold,neutral
23.95,36.36,103,3,neutral,neutral
23.62,29.55,861,12,neutral,too_bright
11.76,50.13,55,20,cold,neutral
21.67,51.17,988,21,neutral,too_bright
19.74,55.39,71,10,neutral,too_dark
20.79,63.82,596,1,cold,too_bright
21.18,59.81,323,20,neutral,too_bright
22.87,53.26,94,13,neutral,too_dark
25.27,38.62,370,18,neutral,neutral
21.37,65.61,35,1,neutral,neutral
22.05,55.47,741,7,neutral,neutral
30.13,47.92,912,6,hot,too_bright
34.05,47.8,298,17,hot,too_dark
26.1,42.55,413,16,hot,neutral
22.61,46.16,158,17,neutral,too_dark
29.83,45.94,480,9,hot,neutral
23.07,52.22,964,7,neutral,too_bright
23.28,62.98,564,4,neutral,too_bright
28.89,62.98,917,6,hot,too_bright
20.62,78.77,767,3,neutral,too_bright
18.16,70.6,71,19,neutral,too_dark
16.03,83.71,51,16,cold,too_dark
19.57,64.38,349,16,cold,neutral
19.92,63.23,963,21,cold,too_bright
28.43,48.45,169,17,hot,too_dark
12.0,66.22,20,7,cold,too_dark
20.57,46.27,1023,7,neutral,too_bright
33.68,32.15,202,3,hot,too_bright
31.15,82.99,349,17,hot,neutral
12.72,33.62,800,20,cold,too_bright
11.97,66.98,113,17,cold,too_dark
18.78,39.89,159,11,neutral,too_dark
31.34,74.44,802,7,hot,neutral
14.53,75.6,0,10,cold,too_dark
25.91,61.12,691,6,neutral,too_bright
25.13,74.89,515,3,hot,too_bright
16.13,54.12,246,10,neutral,too_dark
23.08,89.06,639,5,neutral,too_bright
14.79,66.49,320,17,cold,neutral
23.28,40.79,982,21,neutral,too_bright
15.0,55.18,435,4,cold,too_bright
25.45,53.39,756,0,neutral,too_bright
23.3,49.44,284,20,cold,too_bright
15.03,28.41,848,7,cold,too_bright
11.84,62.71,284,6,cold,too_bright
18.7,35.07,507,20,cold,too_bright
16.3,20.0,825,20,neutral,too_bright
12.63,47.83,978,13,cold,too_bright
12.59,39.39,738,3,cold,too_bright
25.74,43.9,670,16,hot,neutral
11.15,20.0,713,17,cold,neutral
33.06,40.06,458,10,hot,neutral
24.66,53.69,713,13,neutral,neutral
31.19,49.46,567,12,hot,neutral
21.16,57.73,510,15,neutral,neutral
17.75,74.66,344,12,neutral,neutral
22.18,59.62,351,23,neutral,too_bright
11.92,72.29,95,0,cold,neutral
25.92,71.44,762,1,neutral,too_bright
19.36,38.92,29,3,neutral,neutral
31.51,62.04,89,3,hot,neutral
24.43,68.81,265,11,neutral,too_dark
13.85,47.66,89,1,cold,neutral
16.6,43.69,751,4,cold,too_bright
25.64,61.74,136,12,neutral,too_dark
27.55,31.84,491,21,hot,too_bright
24.7,38.37,760,19,hot,neutral
17.74,45.18,570,5,cold,too_bright
31.44,62.96,597,1,hot,too_bright
17.02,59.45,387,17,cold,neutral
21.64,67.49,447,18,neutral,neutral
31.72,43.99,804,22,hot,too_bright
22.29,40.49,503,10,neutral,neutral
26.16,62.2,734,1,neutral,too_bright
31.1,41.21,857,22,hot,too_bright
16.38,49.93,268,6,neutral,too_bright
28.5,31.87,86,9,hot,too_dark
15.57,63.1,511,9,neutral,neutral
29.75,78.36,346,23,hot,too_bright
14.85,40.25,160,8,cold,too_dark
30.01,73.31,776,13,hot,neutral
22.3,53.63,622,12,neutral,neutral
21.03,29.6,648,23,neutral,too_bright
20.73,42.03,739,22,cold,too_bright
24.46,44.49,465,15,neutral,neutral
33.94,53.12,519,2,hot,too_bright
31.51,61.02,221,8,hot,too_dark
30.17,85.78,780,15,hot,neutral
31.22,33.53,958,19,hot,too_bright
27.54,46.64,892,18,hot,too_bright
26.99,40.99,411,11,hot,too_dark
32.31,36.28,112,16,hot,too_dark
14.7,54.86,877,7,cold,too_bright
19.13,53.99,608,15,cold,neutral
18.72,24.91,753,11,neutral,neutral
21.97,53.63,284,16,neutral,too_dark
28.94,37.39,874,20,hot,too_bright
33.12,57.26,854,19,hot,too_bright
17.42,75.87,10,17,cold,too_dark
21.62,62.81,575,18,neutral,neutral
12.34,54.6,470,4,cold,too_bright
29.44,45.35,705,4,hot,too_bright
17.5,55.61,239,20,cold,neutral
20.97,65.37,118,12,neutral,too_dark
29.88,60.85,296,10,hot,too_dark
27.18,51.07,514,15,hot,neutral
11.64,61.16,266,1,cold,too_bright
12.55,33.78,474,3,cold,too_bright
27.82,41.73,439,3,hot,too_bright
33.06,66.07,700,13,hot,neutral
32.53,67.53,510,1,hot,too_bright
23.05,55.4,166,1,neutral,too_bright
15.42,77.19,657,16,cold,neutral
32.24,60.77,239,17,hot,too_dark
24.02,50.48,264,6,neutral,too_bright
19.22,36.63,752,16,neutral,neutral
30.81,72.51,245,2,hot,too_bright
36.63,68.46,84,9,hot,too_dark
14.25,79.23,354,8,cold,neutral
24.7,85.62,377,8,hot,neutral
17.79,37.7,746,20,cold,too_bright
30.18,36.87,723,1,hot,too_bright
18.28,20.0,0,15,neutral,too_dark
8.99,65.36,799,6,cold,too_bright
17.5,63.64,733,11,cold,too_bright
12.14,56.03,211,4,cold,too_bright
23.28,36.32,346,17,neutral,neutral
9.79,55.95,753,1,cold,too_bright
24.12,61.76,610,1,neutral,too_bright
30.22,67.97,360,7,hot,neutral
22.92,58.03,725,21,neutral,too_bright
14.81,67.39,644,0,cold,too_bright
22.36,51.96,530,4,neutral,too_bright
28.49,67.47,12,11,hot,too_dark
12.89,61.98,657,0,cold,too_bright
14.13,32.45,202,12,cold,too_dark
28.24,75.07,956,8,hot,too_bright
29.87,73.03,193,15,hot,neutral
23.96,58.8,24,1,hot,neutral
19.54,57.5,388,4,neutral,too_bright
16.29,77.03,341,4,cold,too_bright
25.05,30.25,334,17,hot,neutral
24.15,71.91,920,17,neutral,too_bright
28.87,49.88,278,2,hot,too_bright
27.32,71.77,835,9,hot,too_bright
16.34,60.02,162,16,cold,too_dark
28.97,35.45,664,0,hot,too_bright
21.24,51.84,127,2,neutral,neutral
27.47,70.33,237,15,hot,too_dark
14.5,50.79,145,13,cold,too_dark
26.99,50.5,370,16,hot,neutral
27.62,41.92,511,11,hot,neutral
23.42,63.53,866,21,neutral,too_bright
19.49,77.93,792,3,neutral,too_bright
15.08,20.0,767,3,cold,too_bright
25.2,92.88,470,15,hot,neutral
23.96,59.29,316,20,neutral,too_bright
28.14,61.05,259,0,neutral,too_bright
20.07,47.95,135,17,neutral,too_dark
12.79,56.73,676,23,cold,too_bright
28.63,58.81,756,13,hot,too_bright
15.92,40.09,587,19,cold,neutral
29.22,45.34,593,6,hot,too_bright
27.97,75.99,357,19,hot,neutral
19.1,29.21,994,10,neutral,too_bright
12.29,62.58,930,7,cold,too_bright
24.34,48.9,371,4,neutral,too_bright
27.04,40.3,694,20,hot,too_bright
12.78,81.56,355,17,cold,neutral
25.36,39.62,106,18,neutral,too_dark
19.91,37.2,330,16,neutral,neutral
17.13,55.06,844,6,cold,too_bright
29.31,41.16,500,4,hot,too_bright
24.72,50.32,881,15,neutral,neutral
26.8,57.32,291,6,hot,too_bright
21.99,56.01,471,15,neutral,neutral
19.3,52.86,40,21,neutral,neutral
22.48,45.79,764,17,neutral,neutral
28.49,64.45,291,11,hot,too_dark
27.05,52.46,63,21,hot,neutral
24.19,47.25,218,13,neutral,too_dark
32.69,78.89,671,11,hot,neutral
13.49,50.87,841,23,cold,too_bright
9.08,72.84,937,8,cold,too_bright
12.31,71.39,234,4,cold,neutral
15.52,75.52,591,3,cold,too_bright
14.49,62.28,474,15,cold,neutral
27.59,56.08,738,12,hot,too_bright
33.23,53.84,691,18,hot,neutral
27.14,51.53,46,3,neutral,neutral
13.61,24.41,152,7,cold,too_dark
13.0,64.14,591,2,cold,too_bright
13.01,58.62,576,7,cold,neutral
22.19,67.99,908,23,neutral,too_bright
28.9,52.65,868,21,hot,too_bright
26.32,66.41,26,11,hot,too_dark
28.49,35.0,583,2,hot,too_bright
23.08,36.3,422,23,neutral,too_bright
13.17,20.38,491,3,cold,too_bright
16.88,54.11,63,2,cold,neutral
31.17,41.73,815,9,hot,neutral
13.61,39.74,148,22,cold,neutral
12.38,59.58,962,19,cold,too_bright
20.28,49.51,983,8,neutral,too_bright
14.65,29.08,792,10,cold,too_bright
8.5,91.57,93,1,cold,neutral
30.26,53.29,370,6,hot,too_bright
28.69,35.88,32,16,hot,too_dark
10.27,42.91,655,10,cold,neutral
15.41,52.68,893,23,cold,too_bright
16.8,51.39,553,10,cold,neutral
18.61,73.71,0,20,cold,neutral
7.32,51.05,319,17,cold,neutral
19.88,82.4,154,12,neutral,too_dark
27.08,45.51,446,20,hot,too_bright
19.74,64.31,392,20,neutral,too_bright
16.58,73.82,841,7,cold,too_bright
30.07,71.98,246,6,hot,too_bright
23.95,72.43,302,17,neutral,neutral
24.65,52.63,249,0,neutral,too_bright
12.1,56.1,957,16,cold,too_bright
25.16,21.56,313,10,neutral,neutral
28.22,56.34,996,18,hot,too_bright
15.59,67.32,669,3,cold,too_bright
19.4,70.77,335,13,neutral,neutral
20.41,53.26,634,12,neutral,neutral
34.01,81.59,124,0,hot,neutral
12.3,50.8,886,12,cold,neutral
27.1,45.73,956,15,hot,too_bright
35.05,49.98,304,9,hot,too_dark
29.31,37.04,189,14,hot,too_dark
28.06,62.43,463,7,hot,neutral
35.29,61.7,738,14,hot,neutral
24.2,62.41,662,5,hot,too_bright
23.69,52.51,75,6,neutral,neutral
36.65,52.6,0,1,hot,neutral
16.13,21.56,240,2,cold,too_bright
25.65,60.26,790,3,neutral,too_bright
29.39,53.4,230,4,hot,too_bright
21.22,35.42,902,17,neutral,too_bright
22.16,55.25,318,5,neutral,neutral
28.46,47.69,900,8,hot,too_bright
26.04,86.5,931,4,hot,too_bright
25.29,38.89,750,10,neutral,too_bright
20.57,57.91,149,5,neutral,neutral
25.56,39.48,46,7,neutral,too_dark
24.21,41.71,188,1,neutral,too_bright
15.56,58.49,671,12,cold,neutral
18.6,51.42,717,6,neutral,too_bright
25.94,52.38,1023,15,hot,too_bright
31.14,58.73,985,23,hot,too_bright
29.71,50.65,361,11,hot,neutral
24.38,68.63,399,12,neutral,neutral
26.2,51.22,796,19,hot,neutral
25.72,51.96,801,8,hot,neutral
13.44,57.77,305,3,cold,too_bright
30.0,57.92,11,17,hot,too_dark
20.53,59.75,75,15,neutral,too_dark
33.32,57.56,829,11,hot,too_bright
28.1,59.53,407,9,hot,neutral
21.58,46.04,785,0,neutral,too_bright
19.99,40.27,811,13,cold,too_bright
16.24,33.32,907,13,cold,neutral
18.27,28.7,449,12,cold,neutral
19.63,82.78,627,7,neutral,neutral
22.58,20.0,179,3,neutral,neutral
16.82,70.22,952,13,cold,too_bright
22.91,44.92,889,14,neutral,too_bright
20.96,77.36,404,4,neutral,too_bright
18.17,23.33,395,2,neutral,too_bright
20.8,52.42,731,11,neutral,too_bright
28.6,75.65,459,1,hot,too_bright
22.63,64.58,750,4,neutral,too_bright
35.74,50.4,114,15,hot,too_dark
20.51,28.6,264,7,neutral,neutral
37.77,36.02,812,11,hot,too_bright
20.76,77.75,953,16,neutral,too_bright
25.45,47.94,62,4,hot,neutral
21.33,55.16,813,5,neutral,too_bright
22.01,57.91,91,7,neutral,too_dark
21.55,35.74,873,10,neutral,too_bright
11.37,62.34,288,13,cold,too_dark
23.2,47.64,339,1,neutral,too_bright
29.44,57.37,719,11,hot,neutral
26.35,47.05,868,16,hot,neutral
15.59,31.13,395,20,cold,too_bright
16.51,48.86,298,12,neutral,neutral
18.67,65.93,979,15,neutral,too_bright
11.36,63.53,996,19,cold,too_bright
21.49,56.79,532,17,neutral,neutral
22.48,69.54,48,12,hot,too_dark
15.4,50.95,1023,13,cold,too_bright
24.19,55.15,640,23,hot,too_bright
23.29,48.71,553,18,neutral,neutral
26.2,68.62,123,5,neutral,neutral
31.05,60.27,994,10,hot,too_bright
15.12,45.01,733,17,cold,neutral
10.73,36.52,283,12,cold,neutral
15.77,71.96,366,10,cold,neutral
30.56,44.1,358,14,hot,neutral
29.01,55.12,886,9,hot,too_bright
16.67,94.12,476,16,cold,neutral
26.9,64.52,905,17,hot,too_bright
11.3,77.76,672,21,cold,too_bright
17.55,48.64,371,22,cold,too_bright
26.76,71.54,381,17,hot,neutral
22.8,54.25,867,18,neutral,too_bright
30.26,59.39,535,18,hot,neutral
27.69,84.73,677,7,hot,neutral
16.53,51.02,78,21,cold,too_bright
17.48,58.4,448,12,cold,neutral
33.94,42.66,588,20,hot,too_bright
26.53,70.37,407,5,hot,too_bright
19.92,45.72,903,7,neutral,too_bright
30.86,71.37,230,14,hot,too_dark
26.39,27.14,855,13,hot,too_bright
24.14,63.59,57,9,neutral,too_dark
17.12,45.58,444,5,cold,too_bright
14.69,69.6,537,5,cold,too_bright
23.88,57.91,241,17,neutral,too_dark
21.17,46.45,518,0,neutral,too_bright
12.0,47.57,970,2,cold,too_bright
22.14,40.66,454,22,neutral,too_bright
26.73,66.98,561,23,hot,too_bright
21.12,41.87,951,1,neutral,too_bright
16.78,51.82,979,3,cold,too_bright
11.68,61.21,40,7,cold,too_dark
24.13,80.82,744,14,neutral,neutral
22.71,52.87,875,4,neutral,too_bright
26.65,49.94,972,23,hot,too_bright
25.46,60.14,822,11,hot,too_bright
26.29,22.34,97,12,hot,too_dark
23.4,33.97,785,4,hot,too_bright
22.49,47.2,859,7,neutral,too_bright
20.39,46.41,507,17,neutral,neutral
16.93,30.24,20,15,cold,too_dark
11.84,68.32,212,5,cold,too_bright
20.34,56.83,297,10,neutral,too_dark
20.01,57.86,915,4,neutral,too_bright
25.45,44.05,163,9,neutral,too_dark
18.41,57.08,779,5,cold,too_bright
23.16,61.76,187,23,hot,neutral
22.65,52.04,860,7,neutral,too_bright
20.74,60.61,0,11,neutral,too_dark
21.8,42.9,260,15,neutral,too_dark
15.37,55.92,137,0,cold,neutral
21.54,72.19,593,5,neutral,too_bright
13.03,74.04,812,23,cold,too_bright
17.11,73.92,418,16,cold,neutral
19.62,59.04,537,5,neutral,too_bright
27.78,55.85,651,10,hot,neutral
33.63,49.28,446,20,hot,too_bright
31.65,27.74,776,4,hot,too_bright
10.53,33.05,220,7,cold,too_dark
12.91,52.65,163,5,cold,neutral
24.44,54.72,192,15,neutral,too_dark
29.44,73.52,240,12,hot,too_dark
30.56,72.08,38,12,hot,too_dark
33.03,43.38,45,9,hot,too_dark
35.69,66.89,32,7,hot,too_dark
27.76,43.45,202,12,hot,too_dark
28.3,66.39,628,19,hot,neutral
28.91,66.73,295,19,hot,too_dark
14.2,68.93,579,18,cold,neutral
19.1,45.38,97,1,cold,neutral
28.96,69.61,817,11,hot,too_bright
10.54,23.36,349,9,cold,too_dark
14.51,76.38,476,22,cold,too_bright
20.26,55.0,724,9,neutral,neutral
14.58,56.3,1016,5,cold,too_bright
26.8,22.38,811,6,neutral,too_bright
25.94,49.99,399,4,hot,too_bright
26.78,74.01,359,10,neutral,neutral
22.24,48.21,318,6,neutral,neutral
17.39,66.41,17,13,cold,too_dark
29.09,55.38,298,5,hot,too_bright
14.37,72.56,771,14,cold,too_bright
20.96,58.15,255,14,neutral,too_dark
21.6,40.1,397,16,neutral,neutral
31.15,57.53,57,21,hot,neutral
10.82,81.13,239,1,cold,neutral
14.0,62.64,53,1,cold,neutral
32.48,55.93,505,11,hot,neutral
10.69,88.37,309,12,cold,neutral
27.65,72.13,1023,18,neutral,too_bright
18.96,67.26,605,5,neutral,too_bright
22.49,59.5,333,10,neutral,neutral
12.22,65.33,523,14,cold,neutral
11.24,65.01,984,15,cold,too_bright
18.79,20.27,190,13,neutral,too_dark
16.91,61.15,244,14,cold,too_dark
30.61,54.98,538,3,hot,too_bright
14.99,49.13,92,11,cold,too_dark
30.96,52.84,528,12,hot,neutral
22.01,34.16,158,1,neutral,too_bright
31.92,27.97,856,23,hot,too_bright
14.57,71.72,798,15,cold,too_bright
15.7,61.23,54,17,cold,too_dark
19.51,20.0,547,12,cold,neutral
25.16,45.33,197,22,neutral,neutral
19.71,69.43,611,0,neutral,too_bright
27.9,52.67,590,22,hot,too_bright
19.5,70.21,978,4,neutral,too_bright
27.45,70.46,165,21,hot,neutral
17.52,28.84,527,1,cold,too_bright
24.99,52.67,958,7,hot,too_bright
21.67,48.07,87,13,neutral,too_dark
24.87,37.71,243,15,neutral,too_dark
24.32,36.14,742,0,neutral,too_bright
29.0,44.77,87,8,hot,too_dark
15.36,43.47,211,20,neutral,too_bright
21.83,57.21,929,4,neutral,too_bright
15.14,68.47,610,22,cold,too_bright
15.3,65.76,93,17,cold,too_dark
30.22,64.43,851,23,hot,too_bright
15.09,50.23,547,21,cold,too_bright
13.7,62.25,482,5,cold,too_bright
19.91,50.26,1018,22,neutral,too_bright
31.53,49.04,314,11,hot,neutral
22.5,83.76,379,6,neutral,too_bright
23.82,20.0,568,21,neutral,too_bright
11.59,24.3,219,11,cold,too_dark
16.58,61.25,156,16,cold,too_dark
25.37,50.88,99,14,neutral,too_dark
10.26,32.64,313,7,cold,too_dark
15.27,40.39,79,23,cold,neutral
12.04,38.25,514,20,cold,too_bright
20.81,67.2,1023,12,neutral,too_bright
29.33,74.22,250,13,hot,too_dark
27.4,78.29,57,1,neutral,neutral
21.17,31.79,89,17,neutral,too_dark
25.03,32.2,166,21,neutral,neutral
13.25,31.82,548,23,cold,too_bright
30.2,70.77,477,13,hot,neutral
20.8,57.14,403,23,neutral,too_bright
24.2,55.25,782,19,neutral,neutral
18.53,59.34,349,12,neutral,neutral
25.79,53.92,638,19,neutral,neutral
32.71,40.5,1009,3,hot,too_bright
15.33,61.91,193,16,cold,too_dark
21.44,47.97,101,14,neutral,too_dark
10.75,37.68,243,11,cold,too_dark
17.97,61.46,119,15,neutral,too_dark
13.65,48.86,849,20,cold,too_bright
15.54,53.84,872,13,cold,too_bright
26.63,52.58,560,9,hot,neutral
9.98,69.78,201,10,cold,too_dark
22.88,59.46,847,13,neutral,too_bright
31.96,41.24,929,13,hot,too_bright
25.15,59.73,388,7,hot,neutral
29.72,59.33,680,12,hot,neutral
22.77,62.07,618,6,neutral,too_bright
23.06,71.79,521,22,neutral,too_bright
15.77,44.26,400,12,cold,too_dark
21.05,63.72,313,20,neutral,too_bright
22.87,25.97,258,9,neutral,too_dark
15.56,54.49,388,9,cold,neutral
22.09,50.24,765,6,neutral,too_bright
23.23,74.19,814,13,neutral,too_bright
23.08,54.3,98,14,neutral,too_dark
12.96,63.92,26,13,cold,too_dark
16.8,26.98,512,20,cold,too_bright
27.83,51.4,764,12,hot,too_bright
16.53,41.51,606,19,cold,neutral
13.74,88.88,850,1,cold,too_bright
26.39,46.81,719,8,hot,neutral
27.27,54.31,709,17,hot,neutral
19.99,62.83,594,9,cold,neutral
25.64,30.16,55,17,neutral,too_dark
26.96,42.97,171,14,hot,too_dark
25.11,64.47,781,11,hot,too_bright
21.43,56.06,330,13,neutral,neutral
16.62,20.9,715,21,cold,too_bright
13.88,47.15,347,16,cold,neutral
18.94,67.48,0,23,neutral,neutral
24.11,59.38,691,2,hot,too_bright
29.18,77.07,920,19,hot,too_bright
23.31,36.98,467,21,neutral,too_bright
32.09,77.38,110,22,hot,neutral
16.02,55.28,405,12,neutral,neutral
12.75,79.13,989,11,cold,too_bright
24.56,54.0,357,14,neutral,too_dark
19.72,28.8,74,21,neutral,neutral
15.26,66.24,772,20,cold,too_bright
21.84,46.91,267,22,neutral,too_bright
9.3,50.59,41,23,cold,neutral
22.67,31.75,710,14,neutral,neutral
18.94,77.2,365,6,neutral,too_bright
26.74,46.96,137,3,hot,too_bright
17.99,79.89,31,21,neutral,neutral
29.06,52.18,185,3,hot,neutral
22.38,45.14,180,1,neutral,neutral
22.53,71.11,58,11,neutral,too_dark
6.35,55.88,348,17,cold,neutral
20.5,51.97,886,17,neutral,too_bright
21.24,33.8,395,6,neutral,too_bright
14.02,46.95,38,12,cold,too_dark
26.7,60.12,944,21,hot,too_bright
12.93,33.27,636,19,cold,neutral
22.15,42.16,980,22,neutral,too_bright
17.77,51.48,579,18,cold,neutral
15.48,57.69,488,2,cold,too_bright
32.21,77.06,530,4,hot,too_bright
9.13,48.46,0,4,cold,neutral
22.87,47.01,420,3,neutral,too_bright
12.1,95.0,433,20,cold,too_bright
27.37,47.25,318,16,hot,neutral
22.6,48.75,857,21,neutral,too_bright
33.01,50.61,1010,7,hot,too_bright
24.08,50.08,468,23,neutral,too_bright
19.47,56.59,818,22,neutral,too_bright
24.58,69.05,288,2,neutral,too_bright
12.28,62.23,907,20,cold,too_bright
33.1,71.49,697,2,hot,too_bright
20.57,69.95,803,10,neutral,neutral
19.26,59.14,605,4,neutral,too_bright
32.9,62.45,850,13,hot,too_bright
28.07,74.62,537,0,hot,too_bright
15.44,35.99,1023,20,cold,too_bright
19.61,94.6,637,11,neutral,neutral
16.57,44.03,494,20,neutral,too_bright
17.89,51.66,176,10,cold,too_dark
13.18,35.54,888,13,cold,too_bright
32.2,38.85,29,17,hot,too_dark
14.84,72.5,40,23,cold,neutral
25.42,89.41,13,8,hot,too_dark
18.33,46.4,90,12,neutral,too_dark
26.98,60.01,228,7,hot,too_dark
21.41,57.36,479,0,neutral,too_bright
21.94,72.25,259,20,neutral,neutral
31.05,88.07,469,13,hot,neutral
25.9,73.46,442,8,hot,neutral
17.13,53.19,381,18,cold,neutral
20.89,64.59,59,19,neutral,too_dark
15.3,64.51,568,23,cold,too_bright
19.06,53.12,299,10,neutral,neutral
15.83,36.24,519,2,cold,too_bright
14.4,41.45,80,11,cold,too_dark
32.62,72.62,856,10,hot,neutral
14.86,70.08,730,4,neutral,too_bright
21.25,52.74,353,14,neutral,too_dark
14.42,59.06,394,9,cold,neutral
19.97,75.53,337,21,neutral,too_bright
13.58,30.84,1019,1,cold,too_bright
15.22,46.86,741,17,cold,neutral
23.43,81.89,442,14,neutral,neutral
16.48,57.85,703,5,cold,too_bright
19.03,40.82,0,8,cold,too_dark
17.6,57.35,884,20,neutral,too_bright
23.54,71.52,588,8,neutral,neutral
24.52,20.0,325,15,neutral,too_dark
23.14,58.61,745,12,neutral,neutral
20.04,46.37,20,21,neutral,neutral
22.77,32.24,511,15,neutral,neutral
24.91,53.92,987,20,neutral,too_bright
16.79,49.0,740,21,cold,too_bright
17.29,59.16,11,3,neutral,neutral
7.58,50.05,610,20,cold,too_bright
25.17,39.89,691,23,hot,too_bright
14.16,29.44,531,0,cold,too_bright
20.12,45.88,359,10,cold,too_dark
30.45,69.66,723,6,hot,too_bright
21.5,58.1,409,23,neutral,too_bright
21.08,55.74,982,8,neutral,too_bright
19.81,41.74,818,4,cold,too_bright
12.06,50.44,891,2,cold,too_bright
9.52,61.72,406,19,cold,neutral
12.9,60.27,691,1,cold,too_bright
8.93,51.22,130,7,cold,too_dark
23.23,20.0,781,13,neutral,too_bright
22.45,45.05,771,1,neutral,too_bright
18.13,46.1,821,4,cold,too_bright
22.67,40.12,33,23,neutral,neutral
28.15,51.19,440,10,hot,neutral
25.66,70.25,303,7,neutral,too_dark
19.26,56.03,915,20,neutral,too_bright
13.71,70.95,560,1,neutral,too_bright
16.15,33.63,613,6,neutral,too_bright
21.78,50.28,481,20,cold,too_bright
11.41,23.51,134,18,cold,too_dark
17.42,45.76,617,10,neutral,neutral
15.6,41.94,615,23,cold,too_bright
30.25,74.15,471,13,hot,neutral
23.66,62.1,612,17,neutral,neutral
18.77,70.64,381,23,neutral,too_bright
29.66,49.08,659,12,hot,neutral
14.49,40.39,328,11,cold,neutral
31.31,40.62,764,15,hot,neutral
11.54,57.45,905,1,cold,too_bright
19.65,84.52,506,10,neutral,neutral
12.23,59.71,0,16,cold,too_dark
27.15,49.86,685,9,hot,neutral
21.84,49.8,941,17,neutral,too_bright
25.16,54.2,696,9,neutral,neutral
11.4,84.08,390,4,cold,too_bright
19.78,73.55,557,3,neutral,too_bright
23.26,60.37,338,13,neutral,neutral
17.45,56.8,814,4,cold,too_bright
